CustomerID,Mean Days btw Purchases,Min Days btw Purchases,Max Days btw Purchases,Max Products In Basket,Min Products In Basket,Mean Products In Basket,Money Spent Entropy,Mean Qta Q1,Mean Money Spent Q1,Mean Qta Q2,Mean Money Spent Q2,Mean Qta Q3,Mean Money Spent Q3,Distinct Products,Distinct Baskets,Total Products
12381,105.0,30,180,36,1,15.666666666666664,3.822783114049906,0.0,0.0,8.0,14.580000000000002,9.4,14.922,40,3,446
12383,187.75,32,344,20,1,8.4,3.662034857133438,10.4,14.824000000000002,12.0,10.2,9.636363636363637,11.94818181818182,41,5,412
12384,34.0,34,34,6,5,5.5,2.369459851046224,0.0,0.0,0.0,0.0,6.7142857142857135,13.997142857142858,11,2,81
12386,697.0,697,697,3,3,3.0,1.0974088280586505,0.0,0.0,6.0,17.700000000000006,0.0,0.0,3,1,30
12388,82.6,51,166,17,1,7.666666666666668,3.7437576641324792,10.8,10.38,8.875,14.701250000000002,8.833333333333334,12.898333333333332,32,6,425
12390,697.0,697,697,11,11,11.0,2.3591418399593445,0.0,0.0,0.0,0.0,8.8,11.76,11,1,98
12391,697.0,697,697,22,22,22.0,2.644026159845501,0.0,0.0,0.0,0.0,5.666666666666668,9.046666666666667,22,1,75
12393,182.66666999999998,55,291,15,2,10.25,3.6723238208798734,0.0,0.0,9.333333333333334,15.9,10.428571428571429,14.978571428571426,34,4,396
12394,697.0,697,697,15,15,15.0,2.6386046626788557,0.0,0.0,7.75,11.0425,0.0,0.0,15,1,146
12395,164.4,43,320,12,2,6.833333333333332,4.349781493182069,9.2,13.284,6.0,15.189565217391305,8.5,12.044,47,12,682
12397,107.0,107,107,38,26,32.0,4.1167393837316935,8.142857142857142,14.348571428571427,8.484848484848484,14.870303030303026,0.0,0.0,58,2,564
12398,697.0,697,697,34,34,34.0,3.4886266134271136,0.0,0.0,0.0,0.0,9.73913043478261,13.897391304347826,34,1,322
12399,106.0,29,196,11,1,5.5,3.081942029102782,10.714285714285714,16.207142857142856,0.0,0.0,10.416666666666666,16.129166666666666,18,4,234
12401,697.0,697,697,1,1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1,1,4
12402,697.0,697,697,10,10,10.0,2.252922592091371,6.0,10.8,0.0,0.0,0.0,0.0,10,1,92
12405,697.0,697,697,22,22,22.0,3.0157632562696612,0.0,0.0,7.333333333333332,15.053333333333333,0.0,0.0,22,1,219
12406,72.0,72,72,27,19,23.0,3.775691982784634,0.0,0.0,0.0,0.0,9.538461538461537,16.200000000000006,40,2,508
12407,71.666664,29,136,9,4,6.25,3.190679141944453,11.333333333333336,15.055555555555555,5.6,15.660000000000002,6.666666666666668,14.5,22,4,243
12408,121.66666399999998,85,152,26,3,13.0,4.092389816925704,9.071428571428571,12.096428571428573,9.222222222222221,14.50222222222222,0.0,0.0,57,5,635
12409,697.0,697,697,2,2,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2,1,24
12410,697.0,697,697,10,10,10.0,2.29564840483384,12.0,16.439999999999998,0.0,0.0,0.0,0.0,10,1,102
12412,47.5,32,63,12,2,5.666666666666668,2.7500694574441344,0.0,0.0,8.25,12.5,0.0,0.0,14,3,174
12413,26.0,7,45,12,2,7.333333333333332,3.0102032283680025,8.0,10.666666666666666,7.7,13.044999999999998,0.0,0.0,16,3,193
12414,123.0,123,123,3,2,2.5,1.6074614039335382,0.0,0.0,12.0,17.4,0.0,0.0,5,2,60
12415,82.5,34,120,3,1,1.6,1.8170123728619028,0.0,0.0,9.0,16.35,0.0,0.0,8,5,66
12417,64.375,8,141,14,4,7.888888888888888,4.2289073752436686,9.192307692307693,13.248076923076924,7.4444444444444455,14.793333333333335,6.75,15.412499999999998,66,9,579
12418,697.0,697,697,9,9,9.0,2.179527240134193,0.0,0.0,9.375,15.00625,0.0,0.0,9,1,81
12420,697.0,697,697,10,10,10.0,2.220799012532364,0.0,0.0,8.666666666666666,12.373333333333333,0.0,0.0,10,1,82
12421,101.333336,59,146,8,2,5.25,3.0284053353524696,8.666666666666666,14.699999999999998,8.1,15.544999999999998,8.0,15.072000000000001,20,4,171
12422,101.0,46,156,14,8,11.0,3.4575459070096866,7.5,13.59375,9.066666666666666,15.56,0.0,0.0,33,3,302
12423,89.0,12,237,14,2,9.25,4.248758424870807,9.733333333333333,13.06,8.454545454545455,13.07181818181818,10.117647058823527,10.914117647058823,58,8,696
12424,697.0,697,697,8,8,8.0,2.052241080446529,0.0,0.0,10.285714285714286,15.257142857142858,0.0,0.0,8,1,84
12425,697.0,697,697,20,20,20.0,2.9558973972026594,0.0,0.0,0.0,0.0,9.857142857142858,14.350000000000005,20,1,208
12426,697.0,697,697,20,20,20.0,2.9595385554622484,0.0,0.0,9.090909090909092,15.345454545454546,0.0,0.0,20,1,208
12427,308.0,39,577,9,2,6.0,2.8714026381955184,6.0,14.4,0.0,0.0,9.142857142857142,14.794285714285712,16,3,172
12428,135.4,6,229,56,3,17.428571428571427,4.7437874306929215,8.701754385964913,13.963157894736847,9.0,11.85,7.777777777777778,14.553333333333333,116,7,1080
12429,148.0,55,226,14,7,10.5,3.6261873075368296,8.0,14.78,8.8,13.655999999999999,11.5,14.475,38,4,448
12430,697.0,697,697,5,5,5.0,1.5475180405293414,0.0,0.0,0.0,0.0,12.0,14.6,5,1,56
12431,126.36363999999999,5,339,24,2,8.692307692307693,4.669044630115925,7.6764705882352935,13.406764705882356,6.703703703703702,14.817407407407405,9.555555555555557,15.072222222222226,87,13,947
12432,130.0,130,130,22,6,14.0,3.649673519064444,0.0,0.0,10.166666666666666,13.308333333333332,8.76923076923077,14.007692307692304,42,3,412
12433,153.2,34,393,27,1,16.0,4.643849582917158,11.0,14.1,10.444444444444443,14.5,9.872340425531915,14.636595744680848,76,7,1178
12434,176.0,176,176,11,5,8.0,2.66740861873236,10.666666666666666,11.199999999999998,0.0,0.0,8.0,12.9425,16,2,144
12436,697.0,697,697,4,4,4.0,1.3269043903838131,6.0,12.6,0.0,0.0,0.0,0.0,4,1,40
12437,86.38461,7,252,21,1,4.882352941176472,4.335507840135169,10.085714285714284,12.932857142857141,10.4,14.12,9.0,13.05,68,17,843
12438,126.0,126,126,26,22,24.0,3.8085913946036944,0.0,0.0,8.352941176470589,12.528235294117652,8.727272727272727,14.47272727272727,40,2,462
12441,697.0,697,697,6,6,6.0,1.788225042680446,0.0,0.0,6.666666666666668,16.8,0.0,0.0,6,1,40
12442,697.0,697,697,4,4,4.0,1.3614861380874366,0.0,0.0,9.0,15.75,0.0,0.0,4,1,36
12444,60.0,22,109,44,1,16.0,4.343406243605329,0.0,0.0,8.424242424242424,14.440606060606058,8.173913043478262,14.397391304347826,74,5,714
12445,697.0,697,697,1,1,1.0,0.0,0.0,0.0,0.0,0.0,12.0,17.4,1,1,12
12446,697.0,697,697,33,33,33.0,3.458509339656962,0.0,0.0,0.0,0.0,7.653846153846153,13.406538461538466,33,1,263
12447,697.0,697,697,19,19,19.0,2.907722971851699,0.0,0.0,0.0,0.0,7.111111111111112,12.782222222222224,19,1,168
12448,697.0,697,697,12,12,12.0,2.4175118283011567,0.0,0.0,0.0,0.0,8.25,13.537499999999998,12,1,114
12449,123.0,69,213,36,20,28.5,4.695415791838461,6.769230769230768,14.432307692307694,8.24,14.731999999999998,8.413793103448276,14.374482758620687,76,4,982
12450,697.0,697,697,5,5,5.0,1.5553450587616835,0.0,0.0,9.333333333333334,14.0,0.0,0.0,5,1,52
12451,78.5,5,192,41,5,27.2,4.849823384197006,10.266666666666667,12.446666666666665,10.431818181818182,14.852045454545452,9.5,13.438333333333333,121,5,1397
12452,697.0,697,697,12,12,12.0,2.4183568765844576,0.0,0.0,0.0,0.0,7.0,14.33,12,1,92
12453,697.0,697,697,25,25,25.0,3.1945108376511384,0.0,0.0,9.263157894736842,14.738947368421053,0.0,0.0,25,1,248
12455,85.75,18,172,11,4,7.8,3.601386190943773,9.714285714285714,14.94,8.25,9.7875,11.777777777777779,12.233333333333334,38,5,378
12456,105.0,87,123,21,19,20.0,4.060861883741463,10.384615384615383,14.634615384615385,9.333333333333334,14.191111111111109,8.727272727272727,13.494545454545454,54,3,551
12457,153.0,153,153,16,12,14.0,3.295543020402752,7.6,14.580000000000002,0.0,0.0,9.714285714285714,13.748571428571427,24,2,280
12458,213.0,213,213,14,4,9.0,2.8074466707396724,8.888888888888891,11.933333333333335,0.0,0.0,10.0,15.7,17,2,164
12461,697.0,697,697,21,21,21.0,3.0302108646860586,0.0,0.0,8.714285714285714,14.938571428571429,0.0,0.0,21,1,176
12462,80.0,80,80,24,10,17.0,3.5063101941568964,0.0,0.0,0.0,0.0,9.904761904761905,13.663809523809526,29,2,328
12463,118.0,31,201,15,11,13.0,3.900761394291581,0.0,0.0,9.0625,12.914375,10.0,13.716,40,4,507
12464,45.666668,2,84,1,1,1.0,1.3265772562252918,6.0,15.3,6.0,15.3,0.0,0.0,1,4,30
12465,152.0,152,152,17,15,16.0,3.420996809994317,0.0,0.0,8.727272727272727,14.354545454545452,10.571428571428571,11.4,32,2,316
12468,99.0,99,99,16,6,11.0,3.028923968345118,8.666666666666666,12.5,8.307692307692307,14.846153846153848,0.0,0.0,21,2,200
12471,53.16666800000001,2,251,17,1,7.0,5.101921375244407,10.266666666666667,13.559333333333333,9.586206896551724,15.551724137931034,9.9375,15.355624999999998,78,25,1816
12472,104.166664,41,259,50,6,30.0,5.277857728761117,10.818181818181818,13.95727272727273,9.734939759036145,13.182168674698794,9.027027027027025,12.3,141,7,2120
12473,142.0,61,223,53,19,30.33333333333333,4.471898935480733,9.454545454545457,13.52727272727273,9.0,13.075,10.444444444444443,13.797777777777775,74,3,894
12474,68.71429,3,274,30,1,16.1875,5.487027831731608,9.272727272727273,12.850909090909093,9.111111111111109,12.405555555555555,9.151515151515152,13.192121212121213,149,16,2520
12475,697.0,697,697,18,18,18.0,2.8407424919544386,0.0,0.0,0.0,0.0,9.4,14.71,18,1,176
12476,42.42857,10,93,22,2,10.222222222222221,4.473835549877392,8.380952380952381,14.029523809523807,6.0,15.779999999999998,9.647058823529411,14.954117647058823,80,9,862
12477,104.6,34,202,37,6,20.0,4.7187520321932,10.25,14.1,7.5555555555555545,13.610370370370367,8.296296296296296,14.092592592592592,94,6,1075
12478,697.0,697,697,16,16,16.0,2.7592737413732484,0.0,0.0,8.125,14.97375,0.0,0.0,16,1,130
12479,697.0,697,697,12,12,12.0,2.4205529478360743,0.0,0.0,0.0,0.0,11.4,13.794,12,1,138
12480,115.0,106,124,34,20,25.5,4.562376054807991,9.333333333333334,14.216666666666667,9.052631578947368,13.42736842105263,7.529411764705883,14.522352941176472,88,4,932
12481,114.83333600000002,25,292,18,4,9.333333333333334,4.364043029107114,10.181818181818182,14.109090909090913,9.935483870967742,14.461290322580645,9.333333333333334,14.555555555555555,62,9,862
12483,130.6,23,263,9,1,4.5,3.2137826570707215,9.444444444444443,13.677777777777779,0.0,0.0,4.0,15.0,21,6,271
12484,75.666664,15,139,65,24,47.25,5.104370045308867,4.733333333333333,8.887333333333332,5.564516129032258,9.909677419354844,0.0,0.0,146,4,984
12488,33.0,30,36,16,3,9.666666666666666,3.294814708805248,0.0,0.0,0.0,0.0,7.588235294117648,13.761764705882351,25,3,239
12489,697.0,697,697,7,7,7.0,1.8928034308848187,0.0,0.0,6.0,13.7,0.0,0.0,7,1,60
12490,121.33333600000002,8,276,32,5,15.6,4.9833314629463255,8.91891891891892,12.802702702702707,8.585365853658537,13.772682926829267,9.125,12.53125,82,10,1456
12491,697.0,697,697,14,14,14.0,2.5791142899953834,8.4,10.93,0.0,0.0,0.0,0.0,14,1,114
12492,47.0,47,47,6,5,5.5,2.3576301327031253,0.0,0.0,7.8,14.27,0.0,0.0,11,2,90
12493,32.0,32,32,8,8,8.0,2.7586906753668834,0.0,0.0,9.545454545454543,16.34090909090909,0.0,0.0,14,2,159
12494,119.66666399999998,25,296,15,1,6.142857142857142,3.7030707989722367,8.0,12.60625,7.777777777777778,16.02,8.857142857142858,13.922857142857143,39,7,363
12498,36.0,36,36,7,1,4.666666666666667,2.5971679817379942,0.0,0.0,0.0,0.0,9.75,12.5625,13,3,114
12500,68.5,14,133,5,2,2.6,2.5530465225795838,6.0,15.3,4.0,15.0,12.0,15.0,13,5,112
12501,697.0,697,697,78,78,78.0,4.320033794298983,0.0,0.0,8.26086956521739,13.477246376811602,0.0,0.0,78,1,654
12502,46.0,14,81,15,6,11.8,4.048915581747645,7.0,14.121428571428574,6.9230769230769225,15.853846153846153,0.0,0.0,44,5,436
12507,697.0,697,697,6,6,6.0,1.7665414618410717,12.0,15.0,0.0,0.0,0.0,0.0,6,1,72
12508,33.0,33,33,27,12,19.5,3.5410788124971746,0.0,0.0,0.0,0.0,4.5,8.009615384615385,33,2,165
12509,697.0,697,697,3,3,3.0,1.0986122886681096,10.0,8.5,0.0,0.0,0.0,0.0,3,1,30
12510,697.0,697,697,21,21,21.0,2.9990330278578803,9.714285714285714,13.3,0.0,0.0,0.0,0.0,21,1,192
12512,697.0,697,697,3,1,2.0,1.256803273816142,2.5,7.825,0.0,0.0,0.0,0.0,4,2,10
12513,697.0,697,697,20,20,20.0,2.9469576895217746,0.0,0.0,10.285714285714286,13.114285714285714,0.0,0.0,20,1,206
12514,697.0,697,697,36,36,36.0,3.5245096141698404,9.666666666666666,12.374999999999998,0.0,0.0,0.0,0.0,36,1,354
12515,697.0,697,697,5,5,5.0,1.6007330203894692,0.0,0.0,0.0,0.0,12.0,17.4,5,1,51
12516,697.0,697,697,2,2,2.0,0.6791932659915256,0.0,0.0,0.0,0.0,12.0,15.0,2,1,22
12517,92.666664,45,142,83,17,45.25,4.995043099684541,4.076923076923077,8.205384615384615,8.6,12.648,5.3,9.24166666666667,160,4,955
12518,50.0,29,78,19,8,13.0,4.1226857450190595,0.0,0.0,7.75,14.0125,7.2,12.636666666666667,44,5,554
12519,697.0,697,697,13,13,13.0,2.5139716611281124,0.0,0.0,8.4,14.384,0.0,0.0,13,1,120
12520,100.75,55,223,32,7,16.0,4.333130326084753,8.8,12.76,8.666666666666666,13.072777777777777,10.0,13.806249999999995,65,5,766
12521,697.0,697,697,29,29,29.0,3.31346318862283,0.0,0.0,8.869565217391305,12.232173913043475,0.0,0.0,29,1,260
12522,12.0,12,12,3,1,2.0,1.3809707137822216,0.0,0.0,0.0,0.0,5.0,16.17,4,2,28
12523,90.3,3,283,7,3,4.454545454545454,3.8714314711663977,9.333333333333334,13.006666666666668,8.0,15.015384615384615,9.090909090909092,14.776363636363635,43,11,413
12524,88.28571,10,222,15,1,6.375,3.872678762827297,8.2,12.643333333333333,7.666666666666668,14.481666666666666,10.0,16.5,45,8,493
12526,82.5,35,130,23,6,16.0,3.844670373685605,0.0,0.0,8.888888888888891,15.733333333333333,8.5,13.397857142857141,44,3,441
12527,122.0,31,213,6,1,2.6666666666666665,1.9813149191959338,10.0,8.5,0.0,0.0,6.0,14.94,8,3,70
12528,84.2,21,184,15,3,6.833333333333332,3.684143959380262,7.333333333333332,13.93333333333333,7.6,14.78,10.0,12.766666666666666,21,6,355
12530,92.0,72,110,10,3,7.75,3.4041923847313496,8.0,10.1,10.222222222222221,15.933333333333335,12.0,15.0,25,4,296
12531,697.0,697,697,13,13,13.0,2.4444160724691257,0.0,0.0,0.0,0.0,3.571428571428572,8.428571428571429,13,1,40
12532,697.0,697,697,12,12,12.0,2.40748714985174,0.0,0.0,0.0,0.0,9.0,13.185,12,1,120
12534,697.0,697,697,38,38,38.0,3.6024577032120466,9.774193548387096,12.773225806451613,0.0,0.0,0.0,0.0,38,1,381
12535,95.0,95,95,7,6,6.5,2.518333145542751,0.0,0.0,8.0,12.933333333333332,6.0,15.6,10,2,108
12536,697.0,697,697,145,145,145.0,4.9405729228190935,0.0,0.0,0.0,0.0,8.4375,13.427291666666667,145,1,1256
12538,697.0,697,697,8,8,8.0,2.064748279419089,0.0,0.0,0.0,0.0,10.0,14.85,8,1,78
12539,180.33333000000002,54,247,50,25,39.0,5.0193852038276585,8.232558139534884,14.212558139534886,0.0,0.0,8.0,14.162941176470586,91,4,1324
12540,79.0,4,323,28,4,12.352941176470587,5.2880183885504435,12.0,15.383999999999995,8.903225806451612,14.679677419354846,11.26315789473684,15.704210526315784,131,17,2212
12541,95.5,77,114,12,4,7.333333333333332,3.0291929437134577,5.5,11.55,11.333333333333336,15.366666666666665,11.454545454545455,12.409090909090908,20,3,233
12544,697.0,697,697,15,15,15.0,2.6899340584888325,7.454545454545454,14.172727272727276,0.0,0.0,0.0,0.0,15,1,118
12545,184.0,184,184,25,5,15.0,3.3790049473422252,10.578947368421053,14.59736842105263,0.0,0.0,10.4,14.04,28,2,313
12546,31.0,31,31,33,19,26.0,3.9237198136702807,0.0,0.0,0.0,0.0,8.315789473684209,13.297368421052632,45,2,424
12547,697.0,697,697,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,12
12548,697.0,697,697,4,4,4.0,1.3848875668233926,0.0,0.0,12.0,16.799999999999994,0.0,0.0,4,1,48
12550,697.0,697,697,26,26,26.0,3.2341831990615355,0.0,0.0,0.0,0.0,8.833333333333334,15.097222222222225,26,1,245
12551,697.0,697,697,10,10,10.0,2.280197873097068,0.0,0.0,0.0,0.0,10.0,14.1,10,1,100
12552,697.0,697,697,5,5,5.0,1.5922958571751389,0.0,0.0,0.0,0.0,8.0,14.56,5,1,34
12553,85.0,9,306,28,3,13.444444444444445,4.762442394222306,9.125,13.484374999999995,7.2608695652173925,14.597826086956523,9.692307692307693,13.61153846153846,63,9,1109
12556,18.0,18,18,25,25,25.0,3.6878271284102415,0.0,0.0,0.0,0.0,4.4,8.936,43,2,171
12558,697.0,697,697,2,2,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2,1,20
12559,697.0,697,697,10,10,10.0,2.226485622132072,9.666666666666666,12.316666666666668,0.0,0.0,0.0,0.0,10,1,100
12560,98.0,98,98,48,15,31.5,4.068409864106382,8.333333333333334,14.396666666666668,8.444444444444445,13.370555555555557,0.0,0.0,53,2,580
12561,697.0,697,697,8,8,8.0,2.031299446128997,0.0,0.0,0.0,0.0,10.0,11.0,8,1,68
12562,93.833336,22,309,23,12,17.0,4.737528047399248,7.5555555555555545,15.4,8.580645161290322,13.345161290322581,8.580645161290322,14.84451612903226,68,7,1098
12564,697.0,697,697,10,10,10.0,2.2923931550651035,10.0,16.5,0.0,0.0,0.0,0.0,10,1,98
12565,697.0,697,697,7,7,7.0,1.943986344662312,12.0,17.4,0.0,0.0,0.0,0.0,7,1,66
12566,697.0,697,697,4,4,4.0,1.3694725898579605,0.0,0.0,0.0,0.0,11.333333333333336,14.166666666666664,4,1,46
12567,116.75,50,264,51,7,26.6,5.5393546004050584,9.978260869565217,13.117391304347828,7.803738317757009,14.441869158878507,6.8181818181818175,13.774545454545459,193,10,2324
12569,96.052635,1,315,7,1,3.608695652173913,4.3727606806140855,9.125,13.943749999999998,7.416666666666668,14.640833333333333,9.428571428571429,14.071428571428573,50,23,758
12571,23.0,23,23,9,7,8.0,2.7437293262733826,0.0,0.0,0.0,0.0,10.666666666666666,13.15,14,2,164
12572,280.0,280,280,13,10,11.5,3.121568969391694,4.285714285714286,15.04857142857143,0.0,0.0,6.333333333333332,14.69,20,2,158
12573,697.0,697,697,11,11,11.0,1.941269224250739,6.0,9.29,0.0,0.0,0.0,0.0,11,1,55
12574,697.0,697,697,7,7,7.0,1.9259966974580849,7.333333333333332,15.1,0.0,0.0,0.0,0.0,7,1,50
12576,62.75,28,89,18,8,12.4,4.093339764957368,8.5,13.25,10.657142857142855,13.627142857142855,0.0,0.0,51,5,639
12577,117.0,117,117,30,6,16.666666666666668,3.6904544177332057,5.857142857142858,9.542142857142858,0.0,0.0,7.166666666666668,9.383333333333333,45,3,198
12578,309.0,309,309,50,30,40.0,4.3121587463588416,9.12,13.55,0.0,0.0,8.181818181818182,15.37090909090909,78,2,760
12579,697.0,697,697,19,19,19.0,2.888469181087153,0.0,0.0,0.0,0.0,8.666666666666666,11.06,19,1,160
12580,697.0,697,697,20,20,20.0,2.9440034180562122,0.0,0.0,9.692307692307693,13.284615384615385,0.0,0.0,20,1,208
12581,697.0,697,697,10,10,10.0,2.2698071500292594,0.0,0.0,0.0,0.0,11.75,12.9875,10,1,112
12582,50.0,50,50,6,5,5.5,2.3107378489733756,8.285714285714286,12.585714285714287,0.0,0.0,0.0,0.0,11,2,102
12583,122.57143,9,535,12,1,6.133333333333334,4.373084452889446,12.0,10.2,9.128205128205126,12.865128205128205,9.157894736842103,12.133684210526312,54,15,930
12584,66.0,17,163,4,1,2.4285714285714284,2.752124753183552,0.0,0.0,6.0,17.700000000000006,3.333333333333333,11.966666666666667,12,7,118
12585,117.0,117,117,32,4,18.0,3.5549703612065264,9.0,13.8,0.0,0.0,10.96,15.515999999999995,34,2,394
12586,697.0,697,697,4,4,4.0,1.3751191113518582,0.0,0.0,0.0,0.0,0.0,0.0,4,1,32
12587,697.0,697,697,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10
12588,697.0,697,697,3,3,3.0,1.0608569471580214,0.0,0.0,0.0,0.0,12.0,12.6,3,1,36
12589,116.0,116,116,13,4,8.5,2.8139854290381736,0.0,0.0,10.0,13.7,9.454545454545457,15.363636363636365,15,2,156
12591,697.0,697,697,18,18,18.0,2.8620158269990243,9.866666666666667,12.819999999999995,0.0,0.0,0.0,0.0,18,1,166
12592,57.0,57,57,4,2,3.0,1.7409831242550116,0.0,0.0,10.0,12.5,0.0,0.0,5,2,68
12593,141.0,86,196,9,5,6.333333333333332,2.918378223788477,10.0,16.5,8.75,15.0,0.0,0.0,12,3,194
12594,46.0,16,130,15,3,9.428571428571429,4.153257045444163,7.857142857142858,14.914285714285713,7.333333333333332,15.600000000000005,7.125,13.3875,32,7,624
12596,16.0,16,16,8,1,4.5,2.1568535078719493,0.0,0.0,0.0,0.0,8.75,11.9375,9,2,67
12597,83.0,21,174,63,7,24.5,4.533392159436309,8.857142857142858,13.185714285714289,0.0,0.0,9.107142857142858,13.528571428571427,88,4,900
12598,64.833336,5,265,17,4,7.7142857142857135,3.917669262092685,8.666666666666666,11.886666666666667,0.0,0.0,10.125,13.6925,40,7,566
12599,124.66666399999998,44,183,6,1,4.0,3.234965539618127,6.0,12.6,10.823529411764708,12.188235294117645,11.333333333333336,10.966666666666667,17,7,300
12600,41.125,18,75,4,1,2.555555555555556,3.0826788146525868,10.0,14.707999999999998,10.0,14.5,9.333333333333334,13.866666666666665,15,9,234
12601,84.5,30,185,7,1,3.4,2.777349035601834,9.333333333333334,16.599999999999998,4.0,15.0,10.25,14.1025,16,5,162
12602,697.0,697,697,5,5,5.0,1.6034466378526682,0.0,0.0,0.0,0.0,9.6,14.964000000000002,5,1,48
12604,182.0,182,182,4,3,3.5,1.9430615814729784,8.5,15.3,0.0,0.0,8.0,15.6,6,2,58
12607,697.0,697,697,52,52,52.0,3.92551394080831,0.0,0.0,0.0,0.0,9.342105263157897,14.644473684210524,52,1,487
12609,120.0,108,132,14,6,10.0,3.359257617134121,6.5,14.7,7.6,14.81,10.0,16.540000000000006,30,3,262
12610,64.333336,23,109,26,2,13.25,3.9258061547027165,0.0,0.0,8.517241379310345,14.056896551724133,11.076923076923077,13.541538461538464,48,4,517
12611,697.0,697,697,39,39,39.0,3.633019043548604,0.0,0.0,0.0,0.0,9.857142857142858,13.910714285714278,39,1,376
12612,697.0,697,697,3,3,3.0,1.0100997593541636,0.0,0.0,0.0,0.0,4.0,15.0,3,1,20
12613,102.5,65,140,45,2,23.25,4.4783371576621445,12.0,12.230769230769232,6.75,15.51,9.217391304347826,14.64,78,4,938
12614,697.0,697,697,6,6,6.0,1.7765987842926514,0.0,0.0,6.4,15.12,0.0,0.0,6,1,41
