CustomerID,Money Spent Entropy,Mean Days btw Purchases,Mean Products In Basket,Mean Qta,Mean Money Spent,Customer Type
12423,4.248758424870807,89.0,9.25,28.305525846702317,37.045935828877006,high-spending
12424,2.052241080446529,697.0,8.0,10.285714285714286,15.257142857142858,medium-spending
12425,2.9558973972026594,697.0,20.0,9.857142857142858,14.350000000000005,medium-spending
12426,2.9595385554622484,697.0,20.0,9.090909090909092,15.345454545454546,medium-spending
12427,2.8714026381955184,308.0,6.0,15.142857142857142,29.194285714285712,medium-spending
12429,3.6261873075368296,148.0,10.5,28.3,42.911,high-spending
12430,1.5475180405293414,697.0,5.0,12.0,14.6,medium-spending
12431,4.669044630115925,126.36363999999999,8.692307692307693,23.935729847494553,43.29639433551199,high-spending
12432,3.649673519064444,130.0,14.0,18.935897435897438,27.316025641025636,medium-spending
12433,4.643849582917158,153.2,16.0,31.31678486997636,43.23659574468085,high-spending
12434,2.66740861873236,176.0,8.0,18.666666666666664,24.1425,medium-spending
12436,1.3269043903838131,697.0,4.0,6.0,12.6,medium-spending
12437,4.335507840135169,86.38461,4.882352941176472,29.485714285714284,40.10285714285715,high-spending
12438,3.8085913946036944,126.0,24.0,17.080213903743314,27.000962566844926,medium-spending
12441,1.788225042680446,697.0,6.0,6.666666666666668,16.8,medium-spending
12442,1.3614861380874366,697.0,4.0,9.0,15.75,medium-spending
12444,4.343406243605329,60.0,16.0,16.598155467720687,28.837997364953885,high-spending
12445,0.0,697.0,1.0,12.0,17.4,medium-spending
12446,3.458509339656962,697.0,33.0,7.653846153846151,13.406538461538466,medium-spending
12447,2.907722971851699,697.0,19.0,7.1111111111111125,12.782222222222225,medium-spending
12448,2.4175118283011567,697.0,12.0,8.25,13.537499999999998,medium-spending
12450,1.5553450587616835,697.0,5.0,9.333333333333334,14.0,medium-spending
12452,2.4183568765844576,697.0,12.0,7.0,14.33,medium-spending
12453,3.1945108376511384,697.0,25.0,9.263157894736842,14.738947368421053,medium-spending
12455,3.601386190943773,85.75,7.8,29.742063492063494,36.96083333333333,high-spending
12456,4.060861883741463,105.0,20.0,28.445221445221442,42.320271950271945,high-spending
12457,3.2955430204027523,153.0,14.0,17.314285714285713,28.32857142857143,medium-spending
12458,2.8074466707396724,213.0,9.0,18.888888888888893,27.633333333333333,medium-spending
12461,3.0302108646860586,697.0,21.0,8.714285714285714,14.938571428571427,medium-spending
12462,3.5063101941568964,80.0,17.0,9.904761904761905,13.663809523809526,medium-spending
12463,3.900761394291581,118.0,13.0,19.0625,26.630375,medium-spending
12464,1.3265772562252918,45.666668,1.0,12.0,30.6,medium-spending
12465,3.4209968099943167,152.0,16.0,19.298701298701296,25.75454545454545,medium-spending
12468,3.028923968345118,99.0,11.0,16.97435897435897,27.346153846153847,medium-spending
12475,2.8407424919544386,697.0,18.0,9.4,14.71,medium-spending
12476,4.473835549877392,42.42857,10.222222222222221,24.028011204481793,44.763641456582626,high-spending
12477,4.7187520321932,104.6,20.0,26.101851851851848,41.80296296296296,high-spending
12478,2.7592737413732484,697.0,16.0,8.125,14.97375,medium-spending
12479,2.4205529478360743,697.0,12.0,11.4,13.794,medium-spending
12481,4.364043029107114,114.83333600000002,9.333333333333334,29.45063538611926,43.12593678722711,high-spending
12483,3.2137826570707215,130.6,4.5,13.444444444444443,28.677777777777777,medium-spending
12488,3.294814708805248,33.0,9.666666666666666,7.588235294117648,13.761764705882351,medium-spending
12489,1.8928034308848187,697.0,7.0,6.0,13.7,medium-spending
12490,4.9833314629463255,121.33333600000002,15.6,26.629284772577456,39.10663562953197,high-spending
12491,2.5791142899953834,697.0,14.0,8.4,10.93,low-spending
12492,2.3576301327031253,47.0,5.5,7.8,14.27,medium-spending
12493,2.7586906753668834,32.0,8.0,9.545454545454543,16.34090909090909,medium-spending
12494,3.7030707989722367,119.66666399999998,6.142857142857142,24.634920634920636,42.54910714285714,high-spending
12498,2.5971679817379942,36.0,4.666666666666667,9.75,12.5625,low-spending
12500,2.553046522579584,68.5,2.6,22.0,45.3,high-spending
12502,4.048915581747645,46.0,11.8,13.923076923076923,29.975274725274726,medium-spending
12507,1.7665414618410715,697.0,6.0,12.0,15.0,medium-spending
12508,3.5410788124971746,33.0,19.5,4.5,8.009615384615385,low-spending
12509,1.0986122886681096,697.0,3.0,10.0,8.5,low-spending
12510,2.9990330278578803,697.0,21.0,9.714285714285714,13.3,medium-spending
12512,1.256803273816142,697.0,2.0,2.5,7.825,medium-spending
12513,2.9469576895217746,697.0,20.0,10.285714285714286,13.114285714285714,medium-spending
12514,3.5245096141698404,697.0,36.0,9.666666666666666,12.374999999999998,low-spending
12515,1.6007330203894692,697.0,5.0,12.0,17.4,medium-spending
12516,0.6791932659915256,697.0,2.0,12.0,15.0,medium-spending
12518,4.1226857450190595,50.0,13.0,14.95,26.649166666666666,medium-spending
12519,2.5139716611281124,697.0,13.0,8.4,14.384,medium-spending
12520,4.333130326084753,100.75,16.0,27.46666666666667,39.63902777777777,high-spending
12521,3.31346318862283,697.0,29.0,8.869565217391305,12.232173913043475,low-spending
12522,1.3809707137822216,12.0,2.0,5.0,16.17,medium-spending
12523,3.8714314711663977,90.3,4.454545454545454,26.42424242424243,42.79841491841492,high-spending
12524,3.872678762827297,88.28571,6.375,25.866666666666667,43.625,high-spending
12526,3.844670373685605,82.5,16.0,17.388888888888893,29.131190476190476,high-spending
12527,1.9813149191959336,122.0,2.6666666666666665,16.0,23.439999999999998,medium-spending
12528,3.684143959380262,84.2,6.833333333333332,24.93333333333333,41.48,high-spending
12530,3.4041923847313496,92.0,7.75,30.22222222222222,41.03333333333333,high-spending
12531,2.4444160724691257,697.0,13.0,3.571428571428572,8.428571428571429,low-spending
12532,2.4074871498517405,697.0,12.0,9.0,13.185,medium-spending
12535,2.518333145542751,95.0,6.5,14.0,28.53333333333333,medium-spending
12538,2.064748279419089,697.0,8.0,10.0,14.85,medium-spending
12541,3.0291929437134577,95.5,7.333333333333332,28.28787878787879,39.32575757575757,high-spending
12544,2.6899340584888325,697.0,15.0,7.454545454545454,14.172727272727276,medium-spending
12545,3.3790049473422252,184.0,15.0,20.978947368421053,28.637368421052628,medium-spending
12547,0.0,697.0,1.0,0.0,0.0,medium-spending
12548,1.3848875668233926,697.0,4.0,12.0,16.799999999999994,medium-spending
12550,3.2341831990615355,697.0,26.0,8.833333333333334,15.097222222222225,medium-spending
12551,2.280197873097068,697.0,10.0,10.0,14.1,medium-spending
12552,1.5922958571751389,697.0,5.0,8.0,14.56,medium-spending
12553,4.762442394222306,85.0,13.444444444444445,26.078177257525084,41.69373954849498,high-spending
12558,0.6931471805599453,697.0,2.0,0.0,0.0,medium-spending
12559,2.226485622132072,697.0,10.0,9.666666666666666,12.316666666666668,low-spending
12560,4.068409864106382,98.0,31.5,16.77777777777778,27.767222222222223,medium-spending
12561,2.031299446128997,697.0,8.0,10.0,11.0,low-spending
12562,4.737528047399248,93.833336,17.0,24.716845878136198,43.58967741935484,high-spending
12564,2.2923931550651035,697.0,10.0,10.0,16.5,medium-spending
12565,1.943986344662312,697.0,7.0,12.0,17.4,medium-spending
12566,1.3694725898579605,697.0,4.0,11.333333333333336,14.166666666666664,medium-spending
12569,4.3727606806140855,96.052635,3.608695652173913,25.970238095238095,42.656011904761904,high-spending
12571,2.7437293262733826,23.0,8.0,10.666666666666666,13.15,medium-spending
12572,3.121568969391694,280.0,11.5,10.619047619047617,29.73857142857143,medium-spending
12573,1.941269224250739,697.0,11.0,6.0,9.29,low-spending
12574,1.9259966974580849,697.0,7.0,7.333333333333332,15.1,medium-spending
12576,4.093339764957368,62.75,12.4,19.157142857142855,26.877142857142857,medium-spending
12577,3.6904544177332057,117.0,16.666666666666668,13.023809523809526,18.92547619047619,medium-spending
12579,2.888469181087153,697.0,19.0,8.666666666666666,11.06,low-spending
12580,2.9440034180562122,697.0,20.0,9.692307692307693,13.284615384615385,medium-spending
12581,2.26980715002926,697.0,10.0,11.75,12.9875,medium-spending
12582,2.3107378489733756,50.0,5.5,8.285714285714286,12.585714285714287,low-spending
12583,4.373084452889446,122.57143,6.133333333333334,30.286099865047227,35.198812415654515,high-spending
12584,2.752124753183552,66.0,2.4285714285714284,9.333333333333332,29.66666666666667,medium-spending
12585,3.5549703612065264,117.0,18.0,19.96,29.315999999999995,high-spending
12586,1.3751191113518582,697.0,4.0,0.0,0.0,medium-spending
12587,0.0,697.0,1.0,0.0,0.0,medium-spending
12588,1.0608569471580214,697.0,3.0,12.0,12.6,low-spending
12589,2.8139854290381736,116.0,8.5,19.454545454545457,29.063636363636363,high-spending
12591,2.8620158269990243,697.0,18.0,9.866666666666667,12.819999999999995,medium-spending
12592,1.7409831242550116,57.0,3.0,10.0,12.5,low-spending
12593,2.918378223788477,141.0,6.333333333333332,18.75,31.5,high-spending
12594,4.153257045444163,46.0,9.428571428571429,22.31547619047619,43.90178571428572,high-spending
12596,2.1568535078719493,16.0,4.5,8.75,11.9375,low-spending
12598,3.917669262092685,64.833336,7.7142857142857135,18.791666666666664,25.579166666666666,medium-spending
12599,3.234965539618127,124.66666399999998,4.0,28.156862745098046,35.75490196078431,high-spending
12600,3.0826788146525868,41.125,2.555555555555556,29.333333333333336,43.074666666666666,high-spending
12601,2.777349035601834,84.5,3.4,23.583333333333336,45.7025,high-spending
12602,1.6034466378526682,697.0,5.0,9.6,14.964000000000002,medium-spending
12604,1.9430615814729784,182.0,3.5,16.5,30.9,medium-spending
12609,3.359257617134121,120.0,10.0,24.1,46.050000000000004,high-spending
12610,3.925806154702717,64.333336,13.25,19.594164456233422,27.5984350132626,medium-spending
12612,1.0100997593541636,697.0,3.0,4.0,15.0,medium-spending
12613,4.4783371576621445,102.5,23.25,27.967391304347828,42.38076923076923,high-spending
12614,1.7765987842926514,697.0,6.0,6.4,15.12,medium-spending
12615,3.9099915096032407,140.66666999999998,13.0,31.4,44.08285714285714,high-spending
12616,3.137696060434459,83.0,12.0,21.5,25.233333333333334,medium-spending
12617,3.084153187212777,697.0,27.0,5.6875,8.843749999999998,low-spending
12618,1.0711234740981073,697.0,3.0,8.0,12.6,low-spending
12619,3.165938558683264,71.0,3.4285714285714284,31.127272727272725,47.75454545454546,high-spending
12620,3.761008391506511,95.0,15.333333333333336,17.11111111111111,26.077777777777776,medium-spending
12622,1.9099761739874013,697.0,7.0,8.5,12.675,medium-spending
12623,2.5061128642708423,697.0,13.0,8.6,12.37,low-spending
12624,2.6700301474520005,71.0,7.5,8.333333333333334,13.55,medium-spending
12625,2.9245333984588955,315.0,10.0,20.5,26.7,medium-spending
12628,2.8741067202282418,15.5,6.0,9.272727272727273,15.659999999999998,medium-spending
12630,3.6437225127937856,34.0,20.0,9.0,13.864545454545455,medium-spending
12631,2.6995634303343534,697.0,16.0,7.454545454545454,11.254545454545452,low-spending
12633,4.128895595678614,168.0,16.0,23.319444444444443,40.94638888888889,high-spending
12635,3.981514411467145,94.0,28.0,19.24296675191816,28.205677749360618,medium-spending
12638,2.584594132544572,697.0,14.0,8.083333333333334,13.777500000000002,medium-spending
12639,2.607608932917324,697.0,14.0,10.0,15.0,medium-spending
12640,3.191140804805615,57.0,12.5,7.473684210526316,14.591578947368422,medium-spending
12641,1.571872301766995,697.0,5.0,5.666666666666668,13.699999999999998,medium-spending
12642,2.956771119821646,41.0,6.666666666666668,19.0,25.858181818181816,medium-spending
12643,0.0,697.0,1.0,0.0,0.0,medium-spending
12644,2.3664771484149747,697.0,11.0,10.75,14.0675,medium-spending
12645,3.681438415961469,93.0,10.5,18.529914529914528,28.025128205128205,medium-spending
12646,2.3379349612356086,162.0,5.5,6.666666666666668,14.196666666666665,medium-spending
12647,3.771597755740912,101.25,5.111111111111111,19.178947368421053,28.335368421052628,medium-spending
12648,2.5183176711275057,697.0,13.0,8.307692307692307,10.409230769230767,low-spending
12649,2.674506377311731,73.0,5.0,17.6,30.04,medium-spending
12650,1.76103978123356,697.0,6.0,7.666666666666668,14.766666666666667,medium-spending
12651,1.5829352243666528,697.0,5.0,10.5,12.0,low-spending
12652,3.4644982206105115,697.0,33.0,10.0,13.7375,medium-spending
12653,2.3942907687880792,148.0,6.0,19.4,21.53,medium-spending
12654,3.2841006801187462,164.33333000000005,5.6,26.075757575757578,40.80954545454546,high-spending
12656,3.751195630332029,72.0,11.0,20.153846153846153,44.06373626373627,high-spending
12657,2.7632897866742114,67.0,5.666666666666668,9.2,13.5,medium-spending
12658,2.6963356374743612,697.0,15.0,7.833333333333332,15.22,medium-spending
12659,0.6931471805599453,697.0,2.0,4.0,15.0,medium-spending
12660,2.185890354009442,697.0,9.0,9.0,15.15,medium-spending
12662,5.00072577069339,106.66666399999998,14.454545454545455,25.61030303030303,38.266030303030306,high-spending
12664,1.3524284531084854,117.5,1.3333333333333333,6.0,15.3,medium-spending
12665,0.0,697.0,1.0,12.0,15.0,medium-spending
12667,2.5789102640719004,697.0,14.0,9.333333333333334,13.568888888888884,medium-spending
12668,4.558067519985621,114.66666399999998,24.75,17.32678132678133,29.17675675675676,high-spending
12670,3.8095955191254456,107.5,9.6,27.9,46.253,high-spending
12672,1.7633060798626183,697.0,6.0,9.0,14.55,medium-spending
12673,3.0104160855258297,85.0,11.5,8.428571428571429,10.421428571428569,low-spending
12674,3.431670951807592,119.0,8.25,22.0,40.7375,high-spending
12676,2.7617639734085446,81.8,2.833333333333333,15.666666666666668,29.236666666666665,medium-spending
12678,2.4555412494277435,77.75,2.6,18.0,23.3,medium-spending
12679,3.325163973484015,697.0,29.0,7.833333333333332,12.822777777777775,medium-spending
12680,3.504957561624322,47.0,8.5,11.743589743589745,30.042307692307688,medium-spending
12684,3.688140440684418,116.2,7.166666666666668,31.888888888888893,42.73611111111111,high-spending
12685,4.570234732088986,25.0,17.0,15.496666666666666,27.665600000000005,medium-spending
12686,1.053356649140749,697.0,3.0,11.333333333333336,13.633333333333333,medium-spending
12690,2.0315362689669856,697.0,8.0,7.75,15.3125,medium-spending
12691,2.7169455041748543,119.33333600000002,4.25,21.2,38.78,high-spending
12693,2.7616412266124346,157.5,5.333333333333333,16.0,30.6,medium-spending
12694,2.3482765372282377,24.0,5.5,10.571428571428571,14.528571428571427,medium-spending
12695,1.7650572522256291,119.5,2.0,12.0,13.4,medium-spending
12697,2.924051747133404,70.5,6.333333333333332,15.333333333333334,31.953333333333333,medium-spending
12701,2.913177754075323,44.0,9.5,7.5,13.65,medium-spending
12702,1.0756267988159172,697.0,3.0,4.0,15.0,medium-spending
12703,2.8617264532378246,697.0,19.0,8.923076923076922,11.276923076923074,low-spending
12704,3.703912073198093,150.83333000000005,6.2857142857142865,25.766666666666666,38.95933333333333,high-spending
12707,3.065973048714425,697.0,22.0,8.421052631578947,12.87368421052632,medium-spending
12708,4.549650342605165,87.77778,10.0,29.168627450980395,41.02937254901961,high-spending
12709,3.8371454347547815,101.3,4.727272727272728,31.54405594405594,43.71482517482517,high-spending
12710,3.696124653318453,113.5,14.0,18.914529914529915,24.389316239316237,medium-spending
12712,3.5930432592045984,150.81818,3.25,21.560606060606062,40.994696969696975,high-spending
12713,2.9035582043699426,697.0,19.0,10.727272727272727,13.716363636363635,medium-spending
12715,2.8167076128378343,697.0,18.0,8.666666666666666,11.05,low-spending
12716,3.7027266345912615,47.0,21.0,8.4,12.929000000000002,medium-spending
12717,3.570127305739227,95.0,18.5,19.6,27.618181818181814,medium-spending
12718,2.0636929142031164,697.0,8.0,10.0,14.714285714285715,medium-spending
12719,2.925823533800925,28.0,9.5,17.85,29.0825,medium-spending
12721,4.3157635224755255,87.2,13.0,16.73260073260073,25.544065934065934,medium-spending
12722,3.129060934431464,112.0,12.0,19.538461538461533,27.73384615384616,medium-spending
12723,2.9570687899675843,197.0,8.333333333333334,9.4,18.964666666666663,medium-spending
12724,3.417298523827,129.0,8.0,19.0,29.916249999999998,high-spending
12725,2.3832969462575577,697.0,11.0,9.375,13.40625,medium-spending
12726,3.611677768709909,64.833336,5.428571428571429,28.51196172248804,38.53564593301435,high-spending
12727,3.951023773341334,77.5,11.2,25.714285714285715,44.22214285714285,high-spending
12728,3.1544814485712003,153.0,6.0,17.25,28.465,medium-spending
12729,2.58132364843543,697.0,14.0,7.5,12.95,medium-spending
12731,3.796512518818522,85.25,5.111111111111111,27.0,49.95,high-spending
12732,1.8792489989177048,697.0,7.0,7.7142857142857135,11.237142857142857,low-spending
12733,2.4393698324170257,697.0,13.0,6.125,11.65625,low-spending
12735,2.783524114169201,124.0,8.5,17.904761904761905,26.535714285714285,medium-spending
12738,1.3389990892395254,697.0,4.0,12.0,12.6,low-spending
12739,2.5852109312974307,697.0,14.0,8.0,13.625714285714285,medium-spending
12740,2.519488077883476,697.0,13.0,9.333333333333334,11.933333333333335,low-spending
12743,2.6453777707725217,697.0,8.0,4.833333333333333,6.668333333333332,low-spending
12744,3.9765874896836175,87.333336,14.25,29.888888888888893,45.96666666666667,high-spending
12747,3.6400979390189137,98.4,3.636363636363636,20.666666666666668,43.751428571428576,high-spending
12749,4.407725599383597,247.0,21.0,24.545454545454543,44.734545454545454,high-spending
12750,1.5095446763266125,697.0,5.0,7.0,15.75,medium-spending
12752,0.0,697.0,1.0,12.0,17.4,medium-spending
12753,1.0888999753452238,87.0,1.0,12.0,30.6,medium-spending
12758,3.3630861081608363,12.0,15.0,9.444444444444443,15.243333333333332,medium-spending
12759,3.9781413074062577,96.5,18.666666666666668,19.674074074074078,27.504444444444434,medium-spending
12762,3.4510912432735084,275.0,16.5,22.5,29.884999999999998,high-spending
12763,1.857690633042072,697.0,7.0,9.0,12.75,medium-spending
12764,2.961697908172208,697.0,21.0,9.636363636363637,15.0,medium-spending
12769,2.2855782880424127,697.0,10.0,8.8,16.535999999999998,medium-spending
12772,3.1802218923531638,697.0,26.0,10.8,11.354999999999995,low-spending
12775,2.916778999157752,118.5,4.0,32.333333333333336,39.07,high-spending
12778,2.727529074573785,81.8,2.6666666666666665,27.939393939393938,41.512121212121215,high-spending
12779,4.00442828440791,96.333336,8.285714285714286,19.85,31.3825,high-spending
12781,1.0414963982027323,132.0,1.5,12.0,15.0,medium-spending
12782,4.064272928853718,67.5,12.8,27.80730380730381,41.92682983682984,high-spending
12783,3.699538384132253,38.333332,10.75,15.148325358851675,27.563444976076553,medium-spending
12784,3.1462624760020184,697.0,27.0,6.647058823529411,10.86,low-spending
12785,2.387167520929003,697.0,11.0,10.0,15.5,medium-spending
12787,2.0443234505859085,183.0,4.0,7.0,15.15,medium-spending
12790,2.184006657189266,697.0,9.0,5.777777777777778,14.911111111111113,medium-spending
12792,3.0241155117460585,697.0,21.0,8.294117647058824,14.061764705882355,medium-spending
12793,2.654048007744396,538.0,7.5,19.25,28.6625,medium-spending
12794,3.1833118143161867,250.0,12.5,18.083333333333332,30.749166666666667,high-spending
12795,1.7455926894869822,697.0,6.0,4.666666666666667,14.160000000000002,medium-spending
12797,1.940124333335337,697.0,7.0,10.666666666666666,15.0,medium-spending
12802,2.141378011077513,697.0,9.0,8.0,14.816666666666665,medium-spending
12808,2.8767438868290047,284.0,6.0,15.5,30.6375,medium-spending
12809,2.4622732454290537,697.0,12.0,8.444444444444445,15.644444444444444,medium-spending
12811,3.2273384275564565,23.0,13.0,6.3125,13.571875,medium-spending
12812,2.161171554491131,697.0,9.0,9.6,12.08,low-spending
12815,3.0666057367989534,51.0,11.0,9.777777777777779,14.388888888888893,medium-spending
12816,2.354503847937151,38.0,5.5,7.9,14.169999999999998,medium-spending
12818,1.4591338688718525,697.0,5.0,12.0,10.2,low-spending
12820,3.5612404498315318,139.33333000000002,9.0,30.611111111111114,41.29666666666667,high-spending
12821,1.3296613488547582,697.0,4.0,12.0,10.2,low-spending
12822,3.2595879432596564,17.0,14.0,8.833333333333334,12.6,low-spending
12824,2.511857010850218,697.0,13.0,9.5,14.385,medium-spending
12826,4.135556634011134,80.833336,9.285714285714286,28.078947368421055,44.17763157894737,high-spending
12827,2.542258144514323,98.5,4.333333333333333,29.33333333333333,39.63333333333333,high-spending
12828,3.330516977309148,140.25,6.0,16.5,26.576363636363634,medium-spending
12829,0.0,697.0,1.0,4.0,15.0,medium-spending
12831,1.5999064448541571,697.0,5.0,8.5,15.525,medium-spending
12832,2.791793835204435,152.0,8.5,19.6,26.57,medium-spending
12833,2.0511571114336498,697.0,8.0,8.333333333333334,14.903333333333334,medium-spending
12834,1.9236940707396823,697.0,7.0,9.0,15.15,medium-spending
12836,3.9125417704002055,104.0,16.25,12.040293040293042,31.40260073260074,high-spending
12837,1.3275994808672176,697.0,4.0,3.0,8.850000000000003,medium-spending
12840,4.127017496122181,80.333336,16.25,23.43846153846154,44.339615384615385,high-spending
12841,4.996841496075098,135.30435,7.32,17.29289493575208,27.65063114134543,medium-spending
12842,2.3222865350366995,181.0,5.5,9.6,16.416,medium-spending
12843,3.5485475412283245,111.0,8.2,24.658333333333335,34.89275,high-spending
12844,2.775647289681133,276.0,9.5,9.0,22.513333333333335,medium-spending
12847,2.878355907883181,697.0,21.0,9.76923076923077,11.653076923076926,low-spending
12849,2.6873822724926018,148.0,8.5,13.533333333333331,22.796666666666667,medium-spending
12851,2.2233162197158536,697.0,10.0,3.0,6.19,low-spending
12852,2.301633354278456,697.0,10.0,10.666666666666666,16.8,medium-spending
12853,3.6829863117083432,90.5,8.2,18.833333333333336,29.45,high-spending
12855,1.0565758044102838,697.0,3.0,12.0,10.2,low-spending
12857,3.2372824616273834,142.0,13.0,18.714285714285715,28.552380952380954,medium-spending
12863,0.0,697.0,1.0,12.0,15.0,medium-spending
12864,0.0,697.0,1.0,12.0,10.2,low-spending
12865,3.8757702240075367,97.0,25.0,18.352564102564102,28.72673076923077,medium-spending
12866,2.5997337295183165,697.0,14.0,7.555555555555554,12.491111111111113,low-spending
12868,4.144591442977625,231.2,10.666666666666666,25.383333333333333,44.54016666666667,high-spending
12871,1.7852620436663769,123.0,3.0,22.0,30.1,high-spending
12872,3.558853696126804,127.0,22.5,12.722222222222221,17.92233333333333,medium-spending
12876,3.3680073308644003,139.0,15.5,16.909090909090907,26.70909090909091,medium-spending
12877,4.009947024305116,65.4,6.090909090909091,28.125996810207337,30.077224880382776,high-spending
12878,3.4884892392691658,30.0,17.0,8.916666666666666,13.541666666666664,medium-spending
12879,0.6172417697303416,697.0,2.0,10.0,8.5,low-spending
12881,0.0,697.0,1.0,0.0,0.0,medium-spending
12883,2.383545439111437,6.0,2.75,6.666666666666668,14.970000000000004,medium-spending
12884,1.0986122886681096,697.0,3.0,0.0,0.0,medium-spending
12885,3.6640474519046267,29.0,20.5,8.25,14.3325,medium-spending
12886,3.6909031509760784,26.0,21.0,9.703703703703702,14.548888888888884,medium-spending
12888,0.0,697.0,1.0,0.0,0.0,medium-spending
12890,2.93968807666466,697.0,28.0,5.5,9.477,low-spending
12893,2.3923726222313504,697.0,12.0,4.5555555555555545,9.04,low-spending
12895,2.6312280077927808,44.0,7.0,10.8,16.14,medium-spending
12901,2.676377053915316,82.5,2.4285714285714284,21.333333333333332,35.24,high-spending
12902,1.6065844201733916,697.0,5.0,8.0,15.0,medium-spending
12904,3.0701363605769627,154.0,12.0,11.144444444444446,17.115222222222222,medium-spending
12906,2.758170679289228,697.0,8.5,11.333333333333336,13.553333333333333,medium-spending
12909,3.631707689190273,71.333336,7.8,31.0,40.98571428571429,high-spending
12910,3.09823399321742,112.0,4.8,12.0,15.48,medium-spending
12912,1.0986122886681096,697.0,3.0,0.0,0.0,medium-spending
