CustomerID,Mean Days btw Purchases,Min Days btw Purchases,Max Days btw Purchases
13013,107.63636,10,418
13014,87.875,12,251
13015,112.0,70,144
13016,50.0,50,50
13018,31.947369,3,110
13021,160.42857,40,307
13023,122.0,122,122
13026,13.5,2,25
13028,23.0,23,23
13029,49.0,49,49
13030,534.0,534,534
13032,35.0,35,35
13033,697.0,697,697
13034,522.0,522,522
13035,187.0,187,187
13037,59.0,8,110
13038,105.0,14,196
13040,150.0,150,150
13043,697.0,697,697
13044,697.0,697,697
13045,697.0,697,697
13046,177.0,177,177
13047,130.66667,6,414
13048,104.333336,89,125
13049,697.0,697,697
13050,51.5,2,133
13052,697.0,697,697
13055,13.0,13,13
13059,697.0,697,697
13060,697.0,697,697
13061,697.0,697,697
13062,697.0,697,697
13064,113.0,12,264
13065,697.0,697,697
13066,127.0,127,127
13067,697.0,697,697
13069,142.94737,1,333
13070,697.0,697,697
13072,697.0,697,697
13075,697.0,697,697
13077,182.5,171,194
13078,105.666664,4,321
13079,54.0,54,54
13080,697.0,697,697
13081,145.42857,25,446
13082,30.166666,1,59
13083,697.0,697,697
13085,79.0,79,79
13089,75.245285,1,320
13090,118.4,23,376
13091,697.0,697,697
13092,163.66667,68,223
13093,137.4,20,338
13095,697.0,697,697
13097,69.875,15,169
13098,87.91304,7,281
13101,697.0,697,697
13102,114.31579,9,308
13103,697.0,697,697
13104,118.333336,39,182
13107,98.0,90,106
13108,697.0,697,697
13109,187.0,187,187
13110,71.0,1,120
13113,100.36364,9,476
13115,76.0,45,126
13116,697.0,697,697
13117,114.57143,41,212
13118,89.666664,35,189
13120,697.0,697,697
13121,697.0,697,697
13122,697.0,697,697
13124,164.5,20,309
13126,163.16667,28,262
13127,697.0,697,697
13130,697.0,697,697
13131,97.0,48,146
13132,697.0,697,697
13133,697.0,697,697
13134,77.5,9,146
13136,64.666664,31,108
13137,65.0,12,201
13138,128.6,24,425
13139,67.0,17,135
13140,188.0,7,369
13141,77.0,11,139
13142,697.0,697,697
13144,697.0,697,697
13145,697.0,697,697
13146,697.0,697,697
13148,75.666664,29,144
13149,91.666664,43,140
13151,697.0,697,697
13153,697.0,697,697
13155,189.33333,102,247
13157,173.66667,92,293
13158,166.33333,154,182
13159,115.333336,9,281
13160,697.0,697,697
13161,697.0,697,697
13162,137.5,134,141
13165,305.0,305,305
13166,697.0,697,697
13167,169.66667,61,256
13168,64.333336,26,93
13169,697.0,697,697
13170,697.0,697,697
13171,139.0,28,250
13173,304.0,304,304
13174,280.0,260,300
13176,697.0,697,697
13177,697.0,697,697
13178,88.8,15,216
13182,697.0,697,697
13183,89.333336,8,200
13184,140.0,7,321
13186,118.5,114,123
13187,697.0,697,697
13189,697.0,697,697
13192,9.0,9,9
13193,697.0,697,697
13194,697.0,697,697
13196,125.5,73,178
13198,70.2,21,154
13199,50.5,21,140
13200,97.0,53,141
13203,14.0,4,30
13207,697.0,697,697
13208,63.25,34,126
13209,107.6,35,187
13210,697.0,697,697
13211,147.0,147,147
13212,71.0,71,71
13213,169.0,105,220
13216,697.0,697,697
13218,697.0,697,697
13220,170.0,170,170
13221,119.0,119,119
13223,697.0,697,697
13224,28.0,28,28
13226,697.0,697,697
13227,697.0,697,697
13229,697.0,697,697
13230,76.0,12,152
13232,156.33333,12,300
13233,87.0,87,87
13235,697.0,697,697
13236,82.0,82,82
13238,168.5,140,197
13239,697.0,697,697
13240,117.0,71,196
13242,47.0,47,47
13243,697.0,697,697
13244,697.0,697,697
13245,697.0,697,697
13246,78.0,30,158
13247,30.0,29,31
13248,124.0,124,124
13249,697.0,697,697
13253,67.0,67,67
13255,687.0,687,687
13258,97.0,12,182
13259,697.0,697,697
13260,697.0,697,697
13262,697.0,697,697
13263,82.90323,2,320
13265,67.75,33,94
13266,49.909092,15,134
13267,117.38461,12,352
13268,154.0,13,315
13269,114.416664,10,243
13271,697.0,697,697
13272,90.0,90,90
13273,697.0,697,697
13276,182.0,182,182
13278,697.0,697,697
13279,697.0,697,697
13280,174.5,125,224
13282,130.5,117,144
13283,127.0,127,127
13284,697.0,697,697
13285,162.33333,64,313
13291,697.0,697,697
13292,48.0,48,48
13294,29.0,29,29
13295,697.0,697,697
13296,697.0,697,697
13297,264.0,251,277
13299,697.0,697,697
13300,697.0,697,697
13301,93.666664,46,143
13304,697.0,697,697
13305,163.5,18,370
13307,697.0,697,697
13308,90.5,30,151
13309,137.75,45,255
13310,148.0,118,178
13311,209.0,209,209
13313,115.5,15,220
13314,46.0,46,46
13316,137.0,52,222
13317,68.333336,41,119
13318,182.0,182,182
13319,81.75,14,224
13320,34.5,28,41
13321,697.0,697,697
13322,697.0,697,697
13324,238.0,238,238
13325,697.0,697,697
13327,112.2,12,220
13328,697.0,697,697
13329,697.0,697,697
13330,96.5,34,159
13332,697.0,697,697
13334,185.0,146,224
13336,697.0,697,697
13338,697.0,697,697
13339,697.0,697,697
13340,58.5,17,100
13341,697.0,697,697
13343,697.0,697,697
13344,115.0,115,115
13345,697.0,697,697
13348,697.0,697,697
13349,697.0,697,697
13350,63.0,63,63
13351,697.0,697,697
13352,697.0,697,697
13354,697.0,697,697
13355,697.0,697,697
13356,697.0,697,697
13357,697.0,697,697
13358,697.0,697,697
13359,697.0,697,697
13362,92.666664,43,160
13363,26.0,26,26
13364,697.0,697,697
13365,6.0,6,6
13368,65.0,65,65
13369,697.0,697,697
13370,697.0,697,697
13372,697.0,697,697
13373,152.0,118,186
13375,697.0,697,697
13376,81.0,31,131
13379,221.0,166,276
13381,71.6,34,91
13382,697.0,697,697
13384,74.6,14,189
13385,697.0,697,697
13388,697.0,697,697
13389,110.5,63,158
13390,697.0,697,697
13394,65.85714,15,172
13395,697.0,697,697
13396,260.0,260,260
13397,88.0,22,200
13398,697.0,697,697
13402,420.0,420,420
13403,697.0,697,697
13404,85.0,85,85
13405,113.0,113,113
13408,108.41936,3,338
13410,108.5,28,189
13411,697.0,697,697
13414,697.0,697,697
13417,697.0,697,697
13418,111.166664,20,305
13419,697.0,697,697
13420,21.0,21,21
13421,250.0,250,250
13422,697.0,697,697
13425,93.0,60,126
13426,114.625,16,208
13427,53.5,12,95
13428,697.0,697,697
13429,21.666666,11,39
13430,68.0,68,68
13431,274.0,274,274
13434,170.0,170,170
13435,94.2,20,217
13436,697.0,697,697
13437,103.666664,10,214
13439,697.0,697,697
13441,697.0,697,697
13447,109.5,61,158
13448,170.0,64,273
13449,697.0,697,697
13450,91.2,4,182
13451,208.75,170,265
13453,124.0,124,124
13455,460.0,460,460
13456,62.0,23,131
13458,139.3077,20,282
13460,10.0,10,10
13461,194.0,194,194
13462,697.0,697,697
13464,697.0,697,697
13466,697.0,697,697
13467,263.0,263,263
13468,117.78788,3,333
13470,219.0,219,219
13471,122.666664,26,220
13473,22.0,22,22
13474,697.0,697,697
13475,87.0,37,150
13476,103.0,103,103
13477,162.0,32,287
13479,34.0,34,34
13481,70.333336,63,84
13482,697.0,697,697
13483,697.0,697,697
13485,697.0,697,697
13486,159.5,121,198
13487,148.0,8,288
13488,101.27273,9,507
13489,78.0,78,78
13491,149.75,7,321
13492,220.5,200,241
13494,697.0,697,697
13495,95.25,10,186
13496,349.0,349,349
13497,236.0,236,236
13499,98.0,44,152
13500,215.5,181,250
13501,697.0,697,697
13502,153.5,51,256
13503,697.0,697,697
13504,697.0,697,697
13505,53.333332,26,94
13506,260.0,260,260
13507,119.0,38,196
13508,697.0,697,697
13509,37.666668,3,80
13510,121.0,74,169
13512,697.0,697,697
13513,697.0,697,697
13514,697.0,697,697
13515,38.666668,31,45
13516,166.0,166,166
13517,75.0,73,77
13518,697.0,697,697
13519,697.0,697,697
13520,116.333336,12,199
13521,176.5,122,231
13522,697.0,697,697
13523,191.0,135,285
13524,52.0,20,75
13525,697.0,697,697
13527,89.4,12,151
13529,126.0,126,126
13531,279.0,279,279
13532,697.0,697,697
13533,203.0,203,203
13534,80.0,1,202
13536,70.0,7,232
13539,98.5,42,155
13544,201.0,201,201
13546,94.0,41,147
13548,178.0,178,178
13549,117.0,9,190
13552,76.333336,26,157
13555,128.0,128,128
13557,222.0,222,222
13558,165.66667,67,218
13560,697.0,697,697
13562,37.0,14,60
13563,56.0,56,56
13564,191.0,191,191
13565,80.0,80,80
13566,42.0,42,42
13568,697.0,697,697
13569,498.0,498,498
13570,697.0,697,697
13571,128.81818,14,306
13572,697.0,697,697
13573,203.0,203,203
13575,50.25,24,71
13576,99.55556,6,505
13577,88.666664,26,143
13579,562.0,562,562
13581,697.0,697,697
13583,697.0,697,697
13584,697.0,697,697
13587,697.0,697,697
13588,132.28572,37,303
13589,165.0,165,165
13590,93.4,40,197
13591,42.0,22,62
13592,188.0,177,199
13593,86.333336,54,103
13594,697.0,697,697
13596,229.0,229,229
13598,697.0,697,697
13599,159.15384,6,335
13600,697.0,697,697
13601,41.0,41,41
13602,697.0,697,697
13603,697.0,697,697
13606,7.0,7,7
13607,697.0,697,697
13610,95.833336,35,219
13611,164.5,140,189
13614,70.0,6,134
13615,697.0,697,697
13617,91.5,73,110
13618,697.0,697,697
13621,697.0,697,697
13623,69.333336,30,121
13626,697.0,697,697
13627,82.0,28,153
13629,697.0,697,697
13630,75.5,2,158
13632,94.0,18,167
13634,119.5,20,292
13635,697.0,697,697
13636,133.0,25,247
13637,87.0,9,165
13638,697.0,697,697
13639,697.0,697,697
13642,697.0,697,697
13643,165.0,147,183
13644,29.666666,28,32
13645,697.0,697,697
13647,75.0,59,104
13649,228.0,228,228
13650,184.25,60,243
13651,697.0,697,697
13652,250.0,211,289
13654,81.25,1,166
13655,109.0,109,109
13656,27.0,27,27
13657,191.0,191,191
13658,97.5,76,119
13659,115.0,115,115
13662,138.0,51,225
13663,697.0,697,697
13666,697.0,697,697
13667,697.0,697,697
13668,76.5,5,263
13669,697.0,697,697
13670,697.0,697,697
13672,697.0,697,697
13673,133.0,133,133
13675,252.0,252,252
13680,97.666664,61,152
13681,144.0,9,276
13684,697.0,697,697
13686,697.0,697,697
13689,697.0,697,697
13690,697.0,697,697
13692,212.0,212,212
13694,111.6,60,172
13695,140.08333,23,302
13697,697.0,697,697
13699,697.0,697,697
13700,110.14286,26,266
13704,54.0,2,219
13705,354.0,156,552
13706,697.0,697,697
13707,48.0,48,48
13708,697.0,697,697
13709,137.28572,77,224
13710,697.0,697,697
13711,697.0,697,697
13712,697.0,697,697
13715,167.33333,59,303
13716,697.0,697,697
13717,109.0,58,220
13718,137.0,137,137
13719,116.75,29,166
13720,69.0,16,122
13721,697.0,697,697
13722,178.0,178,178
13725,76.333336,24,128
13726,232.0,232,232
13727,153.0,153,153
13728,92.25,27,166
13730,201.0,201,201
13731,90.0,90,90
13732,697.0,697,697
13735,70.0,19,132
13736,19.0,19,19
13737,697.0,697,697
13740,697.0,697,697
13741,58.0,23,93
13742,58.857143,12,149
13743,39.0,8,72
13744,78.0,78,78
13745,697.0,697,697
13748,46.0,18,74
13750,125.0,125,125
13751,697.0,697,697
13752,72.0,29,113
13753,697.0,697,697
13754,285.0,285,285
13755,52.333332,1,171
13756,125.0,2,220
13758,237.83333,131,385
13759,697.0,697,697
13760,202.0,202,202
13761,129.0,129,129
13762,697.0,697,697
13764,60.5,47,74
13767,77.93104,1,226
13769,97.875,20,189
13771,14.0,11,17
13772,34.0,5,63
13774,697.0,697,697
13777,135.875,1,401
13778,697.0,697,697
13780,130.0,130,130
13781,697.0,697,697
13782,122.2,35,255
13784,63.0,63,63
13786,697.0,697,697
13787,348.0,348,348
13790,697.0,697,697
13792,44.0,44,44
13798,203.0,9,397
13799,178.0,178,178
13800,697.0,697,697
13801,697.0,697,697
13802,87.0,87,87
13803,697.0,697,697
13804,85.6,11,166
13806,697.0,697,697
13807,697.0,697,697
13808,128.25,60,195
13809,697.0,697,697
13810,28.0,28,28
13812,108.5,77,140
13813,58.333332,31,104
13814,15.0,15,15
13815,147.5,146,149
13816,159.0,159,159
13817,292.0,292,292
13819,245.0,245,245
13821,117.0,117,117
13822,201.0,201,201
13823,73.0,73,73
13824,150.33333,16,305
13826,697.0,697,697
13827,43.0,10,76
13828,697.0,697,697
13831,92.0,62,122
13832,697.0,697,697
13833,697.0,697,697
13835,53.0,27,103
13837,313.0,313,313
13838,291.5,124,459
13842,138.625,28,323
13844,697.0,697,697
13845,697.0,697,697
13846,168.0,11,325
13849,119.0,119,119
13850,697.0,697,697
13851,37.0,12,62
13853,697.0,697,697
13854,73.0,6,251
13856,91.5,74,109
13858,697.0,697,697
13859,697.0,697,697
13860,59.0,34,105
13862,74.85714,15,252
13863,697.0,697,697
13865,96.666664,50,137
13866,697.0,697,697
13867,95.0,46,144
13868,697.0,697,697
13869,78.0,44,139
13870,71.4,33,119
13871,57.727272,8,193
13873,140.5,64,217
13874,697.0,697,697
13875,110.0,8,220
13876,697.0,697,697
13877,697.0,697,697
13878,697.0,697,697
13880,64.666664,1,219
13881,77.333336,28,134
13882,103.333336,32,139
13883,121.5,35,208
13884,193.33333,129,270
13885,78.0,78,78
13886,697.0,697,697
13887,697.0,697,697
13888,217.0,217,217
13889,697.0,697,697
13890,169.875,1,309
13892,697.0,697,697
13893,697.0,697,697
13894,287.0,287,287
13895,112.0,21,215
13897,697.0,697,697
13898,697.0,697,697
13899,51.0,51,51
13900,70.0,70,70
13901,61.5,10,139
13904,7.0,7,7
13908,96.333336,33,136
13911,49.0,1,137
13914,262.0,262,262
13917,288.0,288,288
13918,204.0,204,204
13919,33.0,33,33
13922,697.0,697,697
13923,697.0,697,697
13924,61.8,6,102
13925,66.0,60,72
13926,697.0,697,697
13927,697.0,697,697
13928,20.5,14,27
13929,697.0,697,697
13930,79.0,79,79
13931,36.0,36,36
13932,697.0,697,697
13933,39.0,39,39
13934,697.0,697,697
13936,697.0,697,697
13937,697.0,697,697
13938,697.0,697,697
13939,159.0,85,233
13940,86.333336,28,165
13941,161.0,9,368
13946,697.0,697,697
13947,697.0,697,697
13948,697.0,697,697
13949,111.4,16,173
13950,49.0,13,85
13951,59.0,58,60
13952,51.0,51,51
13953,185.0,185,185
13954,49.0,49,49
13955,36.0,36,36
13956,137.0,72,205
13959,141.5,81,202
13960,50.0,50,50
13962,106.0,106,106
13963,132.0,1,263
13969,114.4,6,315
13971,61.857143,3,174
13972,697.0,697,697
13973,697.0,697,697
13974,697.0,697,697
13975,77.0,2,156
13976,697.0,697,697
13978,697.0,697,697
13979,697.0,697,697
13980,697.0,697,697
13982,138.0,124,163
13983,105.0,1,232
13984,152.66667,110,189
13985,85.92857,3,214
13986,697.0,697,697
13988,47.0,24,90
13989,26.0,26,26
13990,697.0,697,697
13991,32.75,4,68
13992,697.0,697,697
13993,75.333336,33,152
13994,161.0,71,235
13995,35.0,14,59
13999,66.27273,6,159
14000,697.0,697,697
14001,325.5,187,464
14002,51.0,51,51
14004,129.83333,35,225
14005,43.666668,7,66
14006,208.5,110,307
14009,7.0,7,7
14012,697.0,697,697
14013,41.5,35,48
14014,697.0,697,697
14015,697.0,697,697
14016,93.0,62,129
14019,211.0,165,257
14020,16.0,16,16
14021,151.0,151,151
14022,697.0,697,697
14023,20.0,20,20
14024,697.0,697,697
14027,697.0,697,697
14029,8.0,8,8
14030,77.666664,4,324
14031,101.7,25,279
14032,144.22223,6,279
14034,194.0,194,194
14035,89.666664,19,220
14036,697.0,697,697
14037,247.0,247,247
14038,64.5,63,66
14039,697.0,697,697
14040,79.8,3,308
14041,697.0,697,697
14044,85.333336,42,137
14046,697.0,697,697
14047,299.0,132,466
14048,697.0,697,697
14049,131.0,46,230
14050,14.0,14,14
14051,83.46667,13,258
14052,697.0,697,697
14053,697.0,697,697
14054,697.0,697,697
14055,697.0,697,697
14056,109.5,6,227
14057,69.36364,6,220
14059,697.0,697,697
14060,86.71429,8,248
14062,46.0,1,83
14064,149.5,54,249
14066,697.0,697,697
14067,92.0,92,92
14068,697.0,697,697
14071,112.4,4,218
14073,697.0,697,697
14075,217.0,192,242
14076,697.0,697,697
14077,111.0,14,161
14078,143.0,24,412
14079,697.0,697,697
14080,697.0,697,697
14081,508.0,508,508
14082,697.0,697,697
14083,157.0,89,283
14085,86.86667,1,291
14087,697.0,697,697
14088,127.25,1,285
14089,697.0,697,697
14092,92.545456,6,277
14093,697.0,697,697
14096,70.875,2,214
14098,697.0,697,697
14099,79.4,25,185
14100,697.0,697,697
14102,194.25,11,279
14104,697.0,697,697
14105,697.0,697,697
14107,91.333336,20,193
14108,12.0,12,12
14109,697.0,697,697
14110,107.44444,1,231
14111,209.0,209,209
14112,137.75,18,295
14113,107.0,56,158
14114,697.0,697,697
14116,70.75,60,101
14121,83.0,30,170
14125,34.0,18,50
14126,697.0,697,697
14127,109.0,54,164
14128,195.0,195,195
14129,115.0,46,197
14130,697.0,697,697
14132,126.4,26,274
14133,11.0,11,11
14135,112.72727,30,241
14138,33.0,33,33
14139,697.0,697,697
14140,60.0,60,60
14141,65.666664,32,121
14142,697.0,697,697
14143,697.0,697,697
14146,175.33333,103,250
14147,697.0,697,697
14149,697.0,697,697
14150,117.0,117,117
14152,159.0,159,159
14154,697.0,697,697
14155,697.0,697,697
14156,63.125,1,230
14157,266.0,266,266
14158,697.0,697,697
14159,48.3,5,133
14161,225.0,63,387
14162,119.0,119,119
14163,66.666664,24,136
